book_name,book_category,book_intro,book_score,y
제 마음대로 살아보겠습니다,에세이,"현실은 엉망이지만 “일단 가면 어떻게든 되겠지!”

『제 마음대로 살아보겠습니다』는 ‘원지의 하루’라는 채널을 운영하고 있는 여행 유튜버 원지의 피땀눈물의 여행기를 담은 책이다. 책에는 생생한 여행기와 함께 누구나 20대, 30대를 지나면서 겪는 청춘의 고민이 함께 담겨 있다. 대학 졸업 후 진로, 박봉과 야근, 서른이라는 나이의 압박, 하고 싶은 일과 해야 하는 일 사이 등등. 그렇다 보니 여자 혼자 무턱대고 떠난 아프리카 여행부터 야근과 박봉이 필수였던 직장인 시절, 회사를 박차고 나와 하고 싶은 일에 열정으로 덤벼들던 스타트업 창업, 우간다에서 벌인 또 다른 스타트업, 서른이라는 나이에 미국으로 훌쩍 인턴을 떠나버린 일까지 에피소드가 다양하다.

하나도 연관이 없던 것 같던 이 일들은 그녀가 6만 명 이상의 구독자를 보유한 ‘여행 유튜버’로 성장할 수 있는 밑거름이 되었고, 지금은 좋아하는 일을 업으로 삼으며 행복한 나날을 보내고 있다. ‘이 하루 끝엔 뭐가 있을까?’ ‘지금까지 해온 일들은 아무 힘도 없지 않을까.’ 하고 매번 현실의 벽 앞에 불안해하면서도 마음의 소리를 따라 흘러가듯 살았더니, 원하는 삶을 살게 되었다는 그녀. 그녀의 풀어낸 이야기는 많은 이들에게 위로와 응원을 건넬 것이다.
 ",9.2,0
진짜 프랑스는 시골에 있다,에세이,"토종닭 열풍을 불러일으킨 푸드 트렌드의 선두주자 서울대 문정훈 교수
이탈리아와 스페인, 스칸디나비아 반도를 거쳐 프랑스로 향한 장준우 셰프
진짜 유럽의 맛을 찾아 프랑스로 간 두 작가의 시골 유랑기

서울대 농경제사회학부의 교수이자 푸드비즈니스랩의 소장 문정훈은 날카로운 분석력으로 한국의 푸드 트렌드를 이끈다. 한식이 어떻게 글로벌 경쟁력을 갖출 수 있는지에 대한 문정훈식 접근법은 외식 산업에 커다란 영향력을 미치고 있다. 작가로서 문정훈은 자신을 자칭타칭 시골 전문가라고 소개하며, 이 날카로운 시선을 가지고 프랑스 시골로 떠난다. 그리고 이 여정엔 장준우 셰프가 동행한다. 장준우 셰프는 신문기자 생활을 하다가 요리에 대한 열정으로 이탈리아로 요리 유학을 떠나 셰프가 되었다. 현재 와인 비스트로 [어라우즈arouz]를 운영하며 많은 사랑을 받고 있다.

이 책에선 우리 식문화의 권위자인 문정훈 교수가 펜을 잡고, 식칼을 든 방랑자 장준우 셰프가 카메라를 잡는다. 『진짜 프랑스는 시골에 있다』는 음식과 식재료의 역사와 프랑스의 문화를 찾아 떠난 두 사람의 맛있는 시골 여행이다. 먹고 마시고 즐기는 일마저 소홀히 하지 않는 문정훈 교수와 장준우 셰프의 동행엔 와인과 음식, 사람 냄새로 가득하다. '진짜' 프랑스엔 무엇이 있을까. 그곳엔 에스까르고, 코코뱅, 뵈프 프루기뇽, 부야베스가 있고, 뫼르소 와인, 피노 누아 와인, 네 명의 여왕이라는 이름을 가진 로제 와인이 있다. 또한 프랑스 토종닭을 지키기 위해 노력한 조르주 블랑과 누벨 퀴진의 창시자인 폴 보퀴즈가 있다. 무엇보다 이 책은 진짜 프랑스의 얼굴을 보여주는 문정훈과 장준우의 인문학적 탐구가 존재한다.

 ",9.4,0
진짜 스페인은 시골에 있다,에세이,"음식문화를 중심으로 스페인을 이해하는
문정훈, 장준우 두 남자의 유랑기
“스페인다움을 찾으려면 시골로 들어가야 한다”

『진짜 스페인은 시골에 있다』는 스페인다움의 실체를 찾기 위한 문정훈 교수와 장준우 셰프의 여행기다. 그러나 사람들이 일반적으로 떠올릴 수 있는 유명한 관광 명소를 찾는 여행과는 거리가 멀다. 그들의 여행에는 분명한 주제가 있다. ‘진짜 스페인’을 찾는 것, 그리고 ‘음식문화’를 중심으로 스페인을 이해하자는 것이다. 때문에 서울대 농경제학부 교수 문정훈과 기자 출신 셰프 장준우의 여행은 다소 색다르고 특별하다.

이 책에는 스페인 사람들의 삶이 들어 있다. 무더운 기후 탓에 점심을 먹고 해가 질 때까지 휴식을 취하는 시에스타, 하루에 다섯 끼를 먹는 스페인의 일반적인 식사 패턴 등 우리와 다른 스페인 사람들의 삶을 엿볼 수 있다. 더불어 스페인이라는 유럽 국가에 어째서 빠에야 같은 쌀 요리가 존재하게 되었는지, 스페인의 사과주 시드라와 프랑스 사과주 시드르와 사이다 사이에 어떤 연결고리가 있으며, 스페인의 햄이라고 할 수 있는 하몬이 한국에서는 하몽으로 불리는 이유 등 흥미로운 이야기가 속속 들어 있다.

유머러스한 문정훈 교수의 입담과 장준우 셰프의 아름다운 사진이 만나자 진짜 스페인의 얼굴이 보인다. ‘삐쩍 마른 이탈리안 셰프와 얼굴 하얀 농대 교수는 믿지 말라’는 말이 있지만, 문정훈 교수의 얼굴은 충분히 검고 장준우 셰프는 삐쩍 마르진 않았으니 믿어봐도 좋다. 두 남자의 폭넓은 지식이 기반이 되어 스페인을 더 깊이, 더 많이 이해할 수 있다.
 ",9.7,1
"와인에 몹시 진심입니다만,",에세이,"“와인을 마신 날, 안 마신 날, 어느 날이 더 기분 좋겠는가.”
맨땅에 헤딩해 체득한 가장 실질적이고 실용적인 와인 간증서

여기 와인에 몹시 진심인 한 사람이 있다. 공학도 출신의 마르크스주의 책 쓰는 사회과학 작가인 저자는 호기심으로 한번 마셔본 와인에 홀딱 빠져 돌이킬 수 없는 가산탕진형 와인 애호가의 길에 들어섰다. 자칭 글 써서 먹고사는, 생계형 작가인 저자에게 여유롭고 호화로운 와인 생활은 애초에 불가능이었다. 하지만 그래서 더욱 분투했다. 호구가 되지 않기 위해, 슬기로운 와인 생활을 위해, 와인 초심자에게 가장 필요한 사항들을 뼈저리게 체득했다. 책 속에는 와인 정가에 속지 않는 법부터, 가성비 와인 리스트, 와인에 맞는 안주 고르는 법과 와인 잔 선택하는 법, 라벨 읽는 법, 더 맛있게 와인을 마시는 꿀팁까지 당장 와인을 마시는 데 필요한 알짜 정보만 모았다. 또한 어렵고 방대한 기존의 와인 이론서와는 달리 일상에서 흔히 있을 법한 에피소드들을 함께 버무려 누구나 쉽게 읽고 마실 수 있는 와인 책을 완성했다. 어차피 마셔야 할 와인이라면 제대로, 호구가 되지 않고서, 더 맛있게 마시자는 단 하나의 진심으로 말이다. 오로지 저자의 혀와 코로 검증해 채운 이 책은 유례없는 가장 실질적이고 실용적인 와인 간증서가 될 것이다.
 ",9.8,1
고개를 끄덕이는 것만으로도 위로가 되니까,에세이,"MD 한마디
아이에게 그림책을 읽어주다 그림책의 매력에 빠진 방송인 문지애. 프리랜서 방송인이 되고 한 아이의 엄마로 하루하루 지내던 그에게 그림책은 큰 위로를 건네며 다시 세상에 나올 힘을 얻게 해주었다. 그의 손을 잡아준 그림책과 곁에 있어준 소중한 사람들의 이야기를 이 책에 담았다. - 에세이 MD 김태희
그림책 같이 읽는 엄마에서 그림책학교 원장으로,
아나운서에서 걸음을 뗀 순간부터
조금씩 용감해진 방송인 문지애의 첫 기록!

아이에게 그림책을 읽어주다 간결한 글과 다채로운 그림에 눈을 뜨고, 그림책에 진심이 되어버린 방송인 문지애. 인생의 고비 앞에서, 스스로 답을 찾아야 할 때, 아이와 함께 사서 모은 그림책이 큰 위안이 되었다. 아이를 낳고 그전까지와는 다른 존재로 살아가는 부모들도 그림책으로 아이와 소통하고, 그림책에서 고민하던 문제에 대한 조언을 얻었으면 하는 마음에 유튜브를 개설하고, 통의동에 그림책학교라는 공간을 마련하기에 이르렀다. 방송인 문지애가 한 아이의 엄마가 되고, 그림책을 만나고, 그 책들을 여러 아이들과 부모들에게 소개하며 얻은 귀한 경험이 이 책에 모두 담겨 있다.
 ",9.6,1
아기 말고 내 몸이 궁금해서,에세이,"임신 중 겪은 예상치 못한 몸의 변화
""임신 때문에"" 그렇다는 뻔한 대답이 아닌, 왜 그런지 알고 싶었다

첫 임신이 화학적 유산으로 종료되고 아무렇지 않을 거다, 대부분 모르고 지나간다는 의사의 말과 달리 극심한 통증에 시달리면서 의문이 생겨났다. “임신한 여성의 신체적·정신적 변화는 왜 아무도 자세히 말해주지 않는 걸까?” 많은 여성이 임신 기간 중 겪었던 몸의 변화를 가장 당혹스러운 기억으로 꼽는다. 임신 후 처음 겪는 통증, 변화하는 몸 때문에 문제가 생길 때마다 병원에서 가장 많이 들은 이야기는 “임신 중 정상 증상입니다” “출산하면 나아질 겁니다”였다. 대다수의 임산부가 비슷한 경험을 반복하면서 의사에게 질문하기를 스스로 멈춘다. 태아에게 아무런 문제가 없다면 임산부의 신체적·정신적 변화는 임신 과정에서 당연히 겪는 부차적인 것으로 여기는 현실, 괜찮은 걸까?

『아기 말고 내 몸이 궁금해서』는 태아가 아닌 임산부의 몸의 변화와 임신 부작용에 관해 이야기하는 과학 에세이다. 병원에서 ‘정상’이라는 내 몸은 왜 이렇게 아픈지, 과학자들은 여성의 임신과 관련해 어떤 연구를 했는지, 커뮤니티에 떠도는 이야기들은 과학적 사실인지 과학 기자로 일한 저자가 자신의 몸과 관련해 생긴 궁금증의 답을 찾기 위해 고군분투한 기록이다. 저자가 임신 기간 중 겪었던 증상과 맞닥뜨린 문제에 대해 24가지의 주제로 풀어냈다.

 ",10.0,1
"포르투갈, 땅이 끝나고 바다가 시작되는 곳",에세이,"10년 차 직장인, 사직서를 쓰는 대신 낭만을 그리다

회사와 꿈 사이에서 방황하는 이들에게 전하는
따뜻하지만 현실적인 위로

오건호 작가의 펜 드로잉 여행 산문집 『포르투갈, 땅이 끝나고 바다가 시작되는 곳』이 텍스트칼로리에서 출간되었다. 이 책은 반복되는 일상에서의 권태와 자신이 정말 하고 싶었던 일 사이에서 갈팡질팡하던 평범한 10년 차 직장인이 우연한 한마디에 용기를 얻어 떠난 포르투갈에서의 이야기를 다룬다.

저자는 포르투갈에서 다양한 사람들을 만나고, 낯선 풍경을 감상하면서 오랫동안 자신을 괴롭혔던 문제들을 풀어간다. 무한 경쟁 시대에서 살아남기, 소원해진 관계, 가족이란 이름이 주었던 상처와 추억들, 그리고 모나지 않은 삶을 사느라 외면했던 소중한 것 등 저자는 남부럽지 않게 살기 위해 외면했던 고민들을 포르투갈에 덧대어 그린다. 그리고 그 순간 스친 감정들을 글과 그림으로 기록한다.

여행의 순간에서 풀어내는 저자의 고민은 지극히 개인적이나, 한편으로는 깊은 공감을 불러일으킨다. 그 고민은 개인의 고민임과 동시에 같은 시대를 살아가는 많은 직장인들의 고민이기도 하기 때문이다. 책을 읽으며 우리는 어렵지 않게 이야기에 공감하고, 개인의 고민과 동일시하며 위로받는다.

저자의 글에는 여느 책처럼 무책임하게 일상에서의 탈출을 권유하거나 소위 ‘사이다스러운’ 결말은 없다. 하지만 그렇기에 더욱더 와 닿는다. 저자가 깊숙한 속내와 함께 건네는 현실적인 위로는 그 고민의 시간만으로도 충분히 일상이 달라질 수 있다는 희망을 전한다.
 ",9.8,1
마녀엄마,에세이,"“아이를 키운 게 아니라, 아이 덕분에 내가 성장했다”
아이가 아닌 ‘나’를 키우는 육아育我
최선의 부모 노릇은 “엄마나 잘 살자”

『마녀체력』으로 대한민국 여성들의 운동 열풍을 일으킨 이영미 작가의 신작, 『마녀엄마』는 일과 육아를 병행하면서도 마녀체력으로 거듭난 엄마의 마음 성장기록이다. 아이를 키우면서도 자신의 일과 삶의 균형을 잃지 않기 위해 좌충우돌하는 마녀엄마의 진솔한 이야기를 담고 있다. 결혼 전부터 시작, 아이의 탄생과 성장, 성인이 되기까지의 과정을 작가 특유의 솔직하고 생생한 글로 따라가다 보면 공감과 미소, 그리고 성찰의 시간이 불쑥불쑥 찾아온다.

“누구보다, 아이를 잘 키우고 싶었다. 허나 마음만 앞섰을 뿐이다. 일하는 엄마로 살면서 안달복달하고 시행 착오를 거듭했다. 내가 택한 최선의 부모 노릇은 “엄마나 잘 살자”였다. 그렇게 단단히 먹은 마음을 내 삶 챙기기, 체력 키우기로 실천한 것이다.”
하고 싶은 것 많고, 도전 앞에 두근거리는 이 세상 모든 엄마에게 『마녀엄마』는 말한다. “자식한테 목매지 말고, 독립적인 한 인간으로서 잘 사는 엄마 모습을 보여 주는 것이 가장 좋은 교육이라고”, “엄마가 행복하지 않는데 어떻게 아이가 행복하게 자라기를 바랄 것인가”라고. 코로나19로 돌봄노동의 무게가 한층 더해진 이 시대 엄마들, 그 속에서 스스로를 잃고 싶지 않은 엄마들에게 『마녀엄마』는 어깨에 힘을 살짝 빼는 시간, 마음을 조용히 토닥이는 시간을 선사할 것이다.

 ",9.8,1
파도수집노트,에세이,"“어쩌다 난 이런 마이너한 걸 열심히 하게 되었을까?”

몸치 만화가의 유쾌한 늦바람!
스릴 만점 서핑 에세이

‘노빈손’ 시리즈, 『도날드닭』 등으로 사랑받는 인기 만화가. ‘패닉’의 2집 앨범 재킷과 카페 ‘엔제리너스’의 로고 등을 탄생시킨 천재 일러스트레이터. 『이우일 선현경의 신혼여행기』 『퐅랜, 무엇을 하든 어디로 가든 우린』 『콜렉터』 『김영하 이우일의 영화 이야기』 등 여행을 비롯한 여러 관심사를 솔직담백한 문장으로 옮겨온 취향 좋은 에세이스트…. 이렇듯 이우일의 이름 앞에는 늘 다양한 수식어가 따라다닌다. 언뜻 보면 마냥 여유로운 듯하지만 누구보다 부지런하고 열정적으로 ‘덕업일치’의 시간을 보내온 결과일 터다.

그런 그가 요즈음 ‘파도타기’에 푹 빠졌다. 우연한 기회에 발을 들인 이래, 세상 모든 파도를 수집할 기세로 눈 떠서 잠들기 전까지 노상 파도만 생각하게 되었다고 털어놓는다. 그렇게 하와이에서 시작해, 강원 양양 남애 3리, 부산 송정, 제주 중문 색달 해변 등 파도를 좇아 바다 곳곳을 다닌 에피소드를 한 권의 책 『파도수집노트』에 담았다. 책의 구성도 파도만큼이나 다채롭고 리드미컬한데, 진중한 에세이는 물론, 매혹적인 일러스트, 진솔한 파도수집노트(일기), 촌철살인의 4단 만화 등이 고루 실렸다! 읽는 재미뿐만 아니라 보는 재미를 위해 잘 펴지고 튼튼한 사철누드 제본으로 만듦새까지 신경 썼다. 특히 프롤로그와 에필로그 지면은 각각 아내와 딸이 참여, 이우일의 못말리는 늦바람을 따뜻하게 지원 사격한다.
 ",8.6,0
아 파리,에세이,"이 책은 휴식이 절실한 자매의 느리고 게으른 ‘파리에서의 시간들’이다. 바쁜 일상을 사는 현대인의 로망의 도시. 그곳 파리에 머물며 천천히 보고 느낀 30일의 기록이다. 저자들은 ‘진짜 파리지엔처럼 살아보기’라는 주제로 여행을 결심했고, 별스러울 것 없이 하루를 지내기 시작한다. 그렇게 얻은 이야기들을 큼직한 판형에 올려놓았다. 현재의 모습이 담긴 파리의 풍경은 우리가 꿈꾸던 낭만 그 자체다.

다시 한 번 파리로 여행을 떠나고 싶어 할 누군가를 위해, 아직 파리에 가보지 못한 누군가를 위해, 그리고 지친 일상에 휴식이 절실한 우리 모두를 위한 파리를 담았다. 더불어 이미 알려진 유명 명소가 아닌, 숨겨진 비스트로와 카페, 서점, 미술관과 공원의 정보를 공유한다.
 ",8.5,0
