book_name,book_category,book_intro,book_score,y
수능 상위 0.1%의 비밀,자기계발,"수능 상위 0.1%가 될 수 있었던
유튜버 ‘유리한데이’의 공부 비법 대공개!

분명 똑같은 시간표에 맞춰 같은 선생님에게 수업을 듣고, 교문을 나서기 전까지 같은 시간 동안 야간자율학습을 하는데, 어떤 학생은 전교 1등을 하고 어떤 학생은 전교 352등을 한다. 대체 무엇이 둘 사이의 격차를 벌리는 것일까? 전교 352등의 학생이었던 저자는 그 방법이 궁금했다. 그리고 마침내 그 간격을 좁혀 세 번의 수능 끝에 상위 0.1%에 달하는 성적으로 서울대학교에 합격했다. 어렵고 힘들다는 대학교 입시, 그중에서도 서울대학교 입학의 문턱을 넘을 수 있었던 그녀의 공부법은 무엇일까? 공부 계획을 세우는 단계부터 과목별 공부법, 수능 당일을 위한 준비까지, 단순히 열심히 하는 공부가 아닌 공부효율을 100%로 높여 수능 1등급을 받을 수 있었던 저자의 공부 비법을 『수능 상위 0.1%의 비밀』에 담았다.

결과적으로 수포자에 8등급까지 떨어졌던 성적을 끌어올려 그토록 바랐던 서울대학교에 입학했지만, 세 번의 수험생활이 마냥 평탄한 것은 아니었다. ‘혼공’을 선택한 순간부터 오로지 자신과의 싸움이 되어버린 수험생활 동안 슬럼프가 오기도 했고, 수능 당일 1교시 국어 영역을 끝내고 나서는 이대로 시험을 포기할까 생각도 했다. 그러나 저자가 길고 어두운 수험생활의 터널을 건너 밝은 결과를 낼 수 있었던 이유는 포기하지 않는 한 ‘나는 충분히 해낼 수 있다’라는 믿음 덕분이었다. 저자는 교육 유튜브 채널인 ‘유리한데이’에서도 이 점을 강조하고 있다. 포기하지 않으면 아직 기회는 남아 있다고 말하며, 자신이 목표로 하는 대학과 성적을 위해, 자신의 미래를 위해, 성장하는 공부를 하길 바란다고 말한다. 『수능 상위 0.1%의 비밀』이 수험생활에 지친 수험생들에게 위로와 응원이, 공부 방법을 찾지 못해 헤매는 수험생들에게 훌륭한 이정표가 되어줄 것이다.

 ",9.8,1
엄마의 20년,자기계발,"“엄마, 그대가 가장 소중하다”
아이를 키운다는 건 20년을 내다봐야 하는 일,
돈을, 시간을, 열정을, 엄마를 성장시키는 데 써라!

아이만 돌보다 자신은 돌보지 못하는 대한민국 엄마들에게 전하는 육아 멘토 오소희의 현실 조언! 세 살이던 아이를 데리고 터키를 시작으로 세계 구석구석 배낭여행을 다니며 ‘아이와 함께하는 세계여행’이라는 새로운 여행 장르를 개척한 여행자이자, 엄마들의 갇힌 세상의 문을 열어주는 육아 멘토 오소희 작가. 사람들이 엄마들에게 ‘끝났다’고 쉽게 말할 때, 그녀는 ‘엄마라는 자리는 끝이 아닌 시작’이라고 힘주어 말한다. 아이를 챙기기 전에 엄마 자신부터 살피라고, 아이 교육에 발 벗고 쫓아다니기 전에 자신의 계발에 매진하라고, 그렇게 ‘나 자신’부터 찾으라고 말한다. “자신을 잘 돌보지 않는 엄마가 어떻게 아이를 잘 돌볼 수 있을까요?”라고 물으며.

아들이 스무 살 성인이 됨과 동시에 ‘엄마 졸업’을 선언한 오소희 작가는 삶을 대하는 태도, 아이를 바라보는 시선, 나 자신을 돌보고 성장하는 방법 15가지를 제안한다. ‘엄마’가 아닌 ‘한 사람’으로서의 인생을 잘 가꾸는 법, 그 잘 가꿔진 인생 안에서 ‘양육자’로서의 역할을 잘 해내는 법까지! “20년 동안 뜨겁게 사랑하고 20년 후 쿨하게 독립하라”는 그녀의 말처럼, 때론 뜨거워야 하고 때론 냉정해야 하는 엄마로서의 삶에 대한 절절한 당부다.

 ",9.7,1
감정의 발견,자기계발,"MD 한마디
20년 이상 감정에 관해 연구해 온 예일대 감성 지능 센터장의 첫 책이 출간됐다. 우울증, 분노 조절 장애 같은 단어가 일상적으로 들리는 이때 나와 주변 사람들을 위해 우리는 감정을 조절할 줄 알아야 한다. 더 이상 아닌 척, 모른 척 부정하지 말고 소중한 나의 감정을 '공부' 하자. -자기계발MD 박정윤
인생을 바꾸는 단 하나의 질문, “지금 기분 어때?”
혼돈의 시대, 불안정한 감정을 다스리고 행복과 성공을 부르는 감정 표현의 기술!

오늘날 현대인의 정신 건강 상태는 심각한 수준이다. 갈수록 각박해지는 현실에 2020년에는 코로나바이러스감염증-19 확산까지 겹쳐 지독한 우울과 고통을 호소하는 사람들이 늘어나고 있다. ‘불안 장애’나 ‘분노 조절 장애’ 같은 단어가 일상적으로 쓰이며 관련된 범죄 뉴스가 심심치 않게 들린다. ‘공감 능력 부재’로 사회적 약자에게 폭력을 휘두르는 등의 행위가 전 세계적인 문제가 되고 있다.

객관적 이성의 힘으로 주관적 감성을 억누르고 통제해야 한다는 믿음은 더 이상 통하지 않는다. 감정은 인간의 자연스러운 본성이며 우리가 있는 그대로 받아들이고 이해하고 조절해야 하는 대상이다. 이런 관점을 토대로 20년 이상 감정과 감성 지능(Emotion Intelligence)을 연구해 온 예일대 감성 지능 센터장 마크 브래킷 교수는 첫 저서인 『감정의 발견』에서 이렇게 말한다. “우리는 지금 거대한 위기에 맞닥뜨렸다. 그리고 그 가장 큰 희생자는 우리 아이들이 될지도 모른다.”

저자는 이 책에서 어린 시절 지독한 괴롭힘과 성적 학대를 당한 경험을 담담하게 고백한다. 그의 ‘구세주’ 마빈 삼촌이 “마크, 기분이 어때?”라는 질문을 던지지 않았다면, 어떤 감정을 느끼고 있는지 ‘공감’과 ‘경청’의 태도로 들어 주지 않았다면, 자신의 인생은 끔찍해졌을지도 모른다고 이야기한다. 누군가가 그의 솔직한 이야기에 진심으로 귀 기울여 주었기에 감정을 있는 그대로 받아들이고 표현하고 다스릴 수 있게 되었으며 자기 자신이야말로 ‘감정 훈련’이 얼마나 중요한지 보여 주는 살아 있는 증인이라고 말한다.
 ",9.7,1
결혼은 신중하게 이혼은 신속하게,자기계발,"“행복하려고 결혼했는데 왜 자꾸 우울할까?”
진짜 결혼 잘하는 법부터 이혼의 최적 타이밍까지!
결혼, 이혼, 독립 다 해본 현직 변호사의 인생 상담

살면서 힘든 일이 있을 때 ‘아는 변호사’ 한 명쯤 있다면 얼마나 좋을까? 유튜브 채널 ‘아는 변호사’를 운영하는 17만 유튜버이자 현직 변호사의 인생 상담! 이 책은 비혼이나 이혼을 무작정 권장하는 책이 아니다. 결혼이나 이혼처럼 인생에서 중요한 결정을 해야 할 때 어떤 기준을 가지고 판단해야 하는지에 대한 현실적인 조언을 담은 지침서다. 실제로 결혼 14년 차, 이혼 7년 차인 저자는, 한때 우울증을 겪기도 했던 개인적 경험과 이를 극복해낼 수 있었던 비결, 그리고 변호사로 일하면서 마주한 다양한 상담 사례와 해결책을 한 권에 모두 담았다. 아무에게도 말하지 못한 고민에 관한 ‘사이다’ 같은 조언들이 쏟아지는 이 책을 읽다 보면 과거에 대한 후회나 미래에 대한 두려움으로부터 나를 지키는 기술이 무엇인지 깨닫게 될 것이다.

 ",9.6,1
곤도 마리에 정리의 힘,자기계발,"“설레지 않으면 버려라!”
“버리기를 시작한 후, 인생이 다시 시작되었다!”

수북이 쌓인 옷, 책장에 꽂힌 오래된 책, 자질구레한 소품에 파묻혀 살고 있는가. 쓸모없는데 버리지 못해 갖고 있던 것들, 아무 생각 없이 그냥 두었던 것들 사이에서 무기력한 삶을 보내고 있는가. 더 이상 당신의 삶을 내버려두지 마라. ‘설레는 것만 남기고 버리기’ ‘물건의 자리 찾아주기’ 이 두 가지 정리 법칙을 지키는 것만으로도 당신의 인생은 새롭게 다시 시작될 수 있다. 나만의 가치관을 발견하고 판단력을 키워주며 자존감을 회복시켜주는, 곤도 마리에식 ‘버리기’ 작업을 따르면 인생을 바꿀 기회를 잡을 수 있다. 세계 최고의 정리 컨설턴트 곤도 마리에는 이 책 『정리의 힘』을 통해 전 세계에 미니멀라이프 열풍을 일으키고, 수천만 독자의 삶을 바꾸었다. 그리고 정리만으로 스트레스가 없어지고, 개인의 삶뿐만 아니라 직장에서의 삶에서도 행복을 찾을 수 있다고 말한다. 누구든 곤마리식 정리 철학을 따르면, 하루하루가 설레는 행복한 삶을 살 수 있다. 정리 후, 당신의 진짜 인생이 시작된다.
 ",9.1,0
"도망가자, 깨끗한 집으로",자기계발,"“적게 가지면 가장 좋은 것을 가질 수 있습니다!”
우울증 직전의 아들 둘 엄마, 비우기를 통해 실현한 짐 더미 인생 탈출 프로젝트!

불현듯 찾아온 산후우울증, 밤마다 반복되는 최저가 쇼핑… 어디서부터 손대야 할지 엄두가 나지 않는 육아 짐 더미에서 몸과 마음을 탈출시키는 최상의 정리 프로젝트! 있는 물건 다시 안 사는 재고 관리 기술에서 비우면서 돈 버는 알뜰 정보 총망라! 잘 비우고 잘 채우는 정리의 기술을 통해 답답했던 집과 인생을 말끔하게!
 ",9.7,1
"눈치껏 못 배웁니다, 일센스",자기계발,"이렇게 일하면 삽질은 줄고, 업무 스킬은 높아집니다
뼛속까지 로지컬한 ‘공여사들’의 오피스 꿀팁

‘경력직만 원하는 더러운 세상’에서 회사는 연차를 불문하고 모두에게 ‘가르쳐주지 않아도 눈치껏 잘하기’를 바란다. 하지만 이런 세상에 되묻고 싶다. “안 가르쳐준 걸 어떻게 알아요?”

일을 잘하고 싶지만 어디서, 뭘 배워야 할지 도통 모르겠는 이들을 위해 16만 직장인들의 랜선 선배 ‘공여사들’이 나섰다. 논리회로, 로그의 성질 같은 단순명쾌함과 효율성을 사랑하는 ‘공대 나온 여자 사람’이 회사에서 ‘일잘러’로 인정받기까지, 직접 체득한 일센스를 옆자리 친절한 선배의 마음으로 나눈다. 저자가 말하는 ‘일센스’의 포인트는 ‘업무의 의미를 알고 일하면 삽질을 줄이고 효율을 높일 수 있다’라는 것. 이메일 쓰기부터, 폴더 관리, 보고하기, 회의하기 등 회사에서 매일 반복하는 업무들의 의미를 짚으면서 더 효율적으로 일할 수 있는 ‘일잘러 실무 팁’까지 공유한다. 책의 후반부에는 유튜브에서 폭발적 반응을 얻었던 ‘엑셀 기본기’가 담겨 있다. ‘이것만 알아두면 직장인 엑셀 문제없다’ 하는 최소한의 엑셀 에센스만을 모았다.

 ",9.7,1
1년 안에 AI 빅데이터 전문가가 되는 법,자기계발,"“지금이 비전공자도 인생을 바꿀 수 있는 최고의 적기다!”
연봉 1억 이상, 기업이 모셔가는 데이터 과학자의 공부 전략!

AI와 4차 산업혁명의 흐름을 타고 새롭게 떠오르는 직업이 바로 빅데이터 전문가다. 최근 SNS 광고에서는 빅데이터 전문가를 양성하는 학원 홍보가 물밀듯이 쏟아지고 있다. 이 분야의 전문가가 많지 않고 단시간에 고소득을 올릴 수 있는 직업으로 소문이 나면서 30~40대 직장인들의 관심이 날로 커지고 있는 것이다. 『1년 안에 빅데이터 전문가가 되는 법』은 빅데이터 전문가로서 커리어를 시작하고 싶은 사람들이 어디에서부터 공부를 시작하고, 어떻게 전문성을 키울 수 있는지 알려주는 책이다. 이 책의 저자는 빅데이터 공부에 매진해 이미 30대가 되기 전에 업계에서 인정받는 빅데이터 전문가가 됐다. AI 빅데이터 전문가가 되기 위해 고군분투한 체험담과 공부 전략이 이 책에 녹아있다. 특히 어떤 지식 위주로 습득하고, 어떤 책을 읽고, 무슨 프로그램을 공부해야 하는지, 빠른 시간 안에 전문성을 심화할 수 있는 단계별 전략을 자세하게 알려준다.



 ",9.1,0
1년 안에 AI 빅데이터 전문가가 되는 법 (심화편),자기계발,"화제의 빅데이터 공부법이 한 번 더 업그레이드됐다!

반드시 공부해야 할 알고리즘에서 전문가로 성장하는 방법까지
『1년 안에 AI 빅데이터 전문가가 되는 법 (심화편)』으로 혼자서 하는 공부의 한계를 돌파하라!

하버드 경영대에서 21세기 가장 매력적인 직업으로 예상했던 데이터 사이언티스트의 전성시대가 도래했다. 거대 플랫폼 기업에서 공공기관, 각종 연구소, 중소 마케팅 업체까지 이제 기업 비즈니스의 빅데이터 활용은 상식이 되었다. 제품의 개발과 생산 프로세스, 유통, 마케팅 전 영역에 걸쳐 빅데이터의 쓰임이 커지면서 빅데이터 전문가의 몸값도 날로 상승 중이다. 그와 더불어 취업준비생과 직장인들 사이에 빅데이터 공부 붐이 불고 있다.

『1년 안에 AI 빅데이터 전문가가 되는 법 (심화편)』은 AI 빅데이터 전문가가 하는 일은 무엇이고, 어떻게 공부해야 전문가가 될 수 있는지 분야와 방법을 수학부터 알고리즘까지 자세하게 설명해준다. 단순히 공부법 이외에 AI 빅데이터에 대한 지식도 쌓고 실제 AI 빅데이터 분석가가 현업에서 하는 일도 엿볼 수 있다. 특히 연구원 및 중소 빅데이터 기업에서 다양한 분야의 빅데이터를 다뤄보고 현재 텍스트 마이닝에 강점을 가진 빅데이터 분석회사를 운영하고 있는 저자의 경험과 조언은 취업을 준비하는 독자들에게 큰 힘이 되어줄 것이다.

 ",9.6,1
일은 배신하지 않는다,자기계발,"고졸 PC방 알바가 포트폴리오 하나로 구글의 입사 제안을 받기까지,
그 후의 이야기

『인터랙티브 디벨로퍼』가 새롭게 돌아왔다. 포트폴리오 하나로 구글에 입사한 김종민 디자이너의 인사이트는 무엇일까. 이 책은 ‘성공하려면 이렇게 하라!’고 훈계하는 책은 아니다. 고졸이라는 학력에 해외 유학 경험도 없었던 저자가 어떻게 뉴욕과 실리콘밸리에서 인정받는 디자이너, 그리고 엔지니어로 성장할 수 있었는지 지난 10여 년 동안의 생각과 발자취를 담았다. 저자는 비슷한 길을 가고자 하는 독자들에게 ‘내가 어떤 사람으로 성장하느냐’가 가장 중요하다고 말한다. 이번 개정판을 통해 그의 업그레이드된 포트폴리오와 삶의 원동력을 만나보자.

 ",9.6,1
